v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,target
118.52,109.68,105.14,29.55,590.3,319.58,2420.03,0.36,0
89.86,43.69,52.21,47.5,1367.95,138.22,1498.11,0.99,1
83.52,53.16,82.69,23.15,728.27,277.6,2552.91,0.96,1
64.01,51.28,52.68,18.8,1235.07,294.16,1734.09,0.58,1
63.14,97.5,79.13,40.36,1431.49,211.33,1681.45,0.47,0
58.33,109.7,98.02,17.22,801.94,93.8,1858.51,0.46,0
129.31,104.02,68.64,37.18,876.64,164.77,1940.59,0.27,1
124.62,48.1,74.62,33.88,115.56,137.03,1361.39,0.97,0
128.07,40.1,81.94,37.28,615.08,259.82,1317.71,0.4,1
69.36,61.37,92.05,13.41,403.57,164.76,1586.39,0.56,0
117.93,55.74,105.8,19.7,962.95,87.87,1568.69,0.26,1
101.66,45.02,127.88,25.04,841.25,95.33,2426.01,0.73,1
90.67,53.38,84.13,27.3,1206.52,240.65,1482.33,0.38,1
87.11,70.29,54.14,14.12,838.2,152.2,2487.83,0.85,1
65.04,40.26,121.66,24.48,158.07,289.02,1534.25,0.83,0
115.43,81.47,98.27,24.9,728.75,342.05,2363.99,0.94,1
127.72,78.14,111.12,34.96,1254.07,97.75,1317.61,0.91,1
115.2,80.65,86.63,18.28,317.08,172.11,1738.93,0.24,0
95.7,69.27,94.59,46.92,127.91,224.3,2400.65,0.34,0
56.49,105.35,95.19,49.8,550.08,297.1,2214.24,0.33,0
70.7,96.08,107.01,25.19,654.05,103.26,2248.76,0.21,0
50.93,98.98,108.14,17.48,651.98,225.99,2238.63,0.84,0
105.47,106.77,73.69,17.61,1277.66,251.35,1566.9,0.95,0
54.69,46.17,103.41,35.43,187.01,78.52,2295.29,0.97,0
50.43,92.27,88.37,49.96,1017.6,217.21,1460.64,0.63,0
50.51,43.91,88.87,27.58,1312.55,195.01,2163.19,0.6,1
110.42,68.74,58.01,49.06,1477.56,148.14,1629.74,0.23,1
103.32,75.36,87.03,25.2,156.34,93.58,2009.3,0.67,0
101.25,43.96,97.4,16.5,328.94,286.36,2247.08,0.78,0
116.45,53.18,72.81,10.79,253.1,131.66,1719.44,0.8,0
97.86,71.27,53.94,35.75,953.58,229.61,2048.31,0.7,1
119.68,71.02,54.09,33.64,1219.55,84.72,1997.4,0.3,1
123.7,105.25,57.5,39.98,1399.96,155.98,1639.27,0.78,1
78.55,56.87,68.85,12.63,1288.09,289.67,2285.95,0.33,1
120.97,67.11,66.12,18.09,1215.94,296.85,2823.59,0.67,1
66.5,108.67,77.75,22.26,131.15,167.28,1883.61,0.43,0
102.82,94.18,127.24,37.27,115.73,234.89,1809.92,0.75,0
116.38,101.56,75.6,15.68,1032.2,308.55,2696.56,0.39,1
100.73,93.09,103.73,14.84,1053.14,328.24,1489.11,0.66,0
85.24,63.78,59.69,19.19,1365.8,240.38,2856.78,0.62,1
61.3,69.29,64.94,23.36,857.47,255.3,2963.1,0.79,0
86.49,105.11,108.89,14.0,843.13,154.94,2604.87,0.49,0
57.45,63.25,100.43,49.17,171.91,325.21,1916.74,0.72,0
52.95,101.59,112.39,49.98,941.58,127.23,1810.61,0.36,0
76.98,68.9,66.92,43.24,203.24,134.07,1880.5,0.65,0
105.77,106.98,129.25,28.75,443.51,241.78,1484.03,0.76,0
83.45,61.94,118.93,27.9,485.26,119.49,2858.86,0.79,0
110.95,49.39,123.06,45.86,411.6,344.42,1977.99,0.31,0
50.33,86.97,113.99,12.14,518.98,171.04,2271.96,0.9,0
125.77,69.42,99.95,27.19,367.37,254.97,2843.94,0.61,0
84.11,95.44,108.81,16.44,969.82,302.4,2308.7,0.9,0
60.95,93.56,105.89,38.69,539.13,267.24,2044.29,0.78,0
116.88,75.63,106.74,16.85,602.99,233.5,1360.75,0.83,1
128.5,85.22,116.84,25.69,1379.6,175.95,1643.95,0.79,1
107.21,47.67,76.58,20.93,463.12,309.15,2568.95,0.47,1
61.18,53.8,79.8,29.17,1153.08,149.85,2425.5,0.34,0
105.57,77.09,106.54,40.21,765.36,157.19,2667.36,0.67,1
119.71,47.31,53.46,42.86,439.47,105.23,1652.88,0.58,1
54.98,106.03,126.18,18.97,743.91,202.43,1633.25,0.85,0
93.22,75.84,111.44,39.67,1216.53,92.75,2703.49,0.72,1
86.83,49.18,114.45,14.13,262.31,287.9,2694.64,0.49,0
117.55,51.18,58.94,46.88,648.84,198.66,2911.58,0.51,1
59.72,69.14,122.24,42.26,688.6,305.42,1775.07,0.45,0
103.04,47.48,89.89,37.77,369.42,286.38,1859.54,0.5,0
98.63,73.76,61.23,34.54,373.4,318.24,2751.62,0.43,0
76.3,89.1,94.31,32.04,413.22,259.23,2945.36,0.89,0
129.96,54.96,104.54,37.67,500.71,96.61,1706.99,0.66,1
115.8,62.6,91.03,25.17,359.3,88.14,1823.93,0.25,0
58.74,106.25,128.6,37.27,968.77,182.61,1829.25,0.41,0
124.27,80.74,127.36,17.57,439.74,141.65,2798.93,0.5,0
78.27,56.81,83.13,10.01,1147.21,127.9,1753.2,0.4,1
114.4,73.26,64.85,28.13,393.9,268.9,2693.84,0.59,0
60.95,63.7,54.65,19.5,1490.21,277.26,1450.68,0.78,1
127.22,50.13,95.02,24.17,1231.35,241.94,2893.74,0.62,1
102.54,83.3,95.29,20.26,1374.72,108.91,2556.99,0.24,1
107.13,66.33,126.34,21.74,268.35,150.81,1839.96,0.52,0
93.44,63.39,98.43,24.68,1007.35,175.69,1785.65,0.44,1
109.04,109.79,55.15,15.18,390.8,170.09,2500.0,0.99,0
116.08,102.32,103.87,34.45,331.05,234.41,2930.66,0.66,0
114.57,42.17,120.16,48.89,635.6,208.53,2084.29,0.62,1
119.45,81.67,88.74,13.73,794.92,338.55,1969.4,0.88,1
116.28,76.41,126.39,16.57,192.74,216.31,1675.48,0.92,0
51.92,58.51,99.67,46.16,889.63,299.1,1848.59,0.2,0
98.95,97.2,73.77,33.17,1114.58,98.57,2273.35,0.41,0
77.84,72.33,56.21,34.6,901.38,317.63,1670.82,0.22,0
83.24,81.87,108.73,21.37,811.24,153.79,2014.78,0.4,0
115.13,42.82,73.78,36.41,1134.66,126.61,2653.8,0.99,1
97.27,93.83,86.61,41.44,1285.42,81.95,1825.34,0.93,0
68.13,65.62,126.0,37.36,1118.62,340.2,1828.87,0.36,0
107.87,66.32,112.05,39.85,1427.74,168.43,2020.49,0.93,1
70.24,67.49,87.9,27.92,1125.09,129.46,1486.19,0.67,0
112.16,71.37,126.26,36.09,1051.84,244.51,2804.72,0.26,1
93.13,89.42,89.5,14.2,1057.57,174.68,1840.98,0.69,0
66.18,94.65,119.99,11.56,1276.57,322.19,1752.69,0.94,1
116.31,59.45,70.31,29.3,313.6,133.65,2665.65,0.76,0
93.25,93.33,60.24,19.13,1016.8,322.43,1674.53,0.6,0
93.26,49.28,126.87,48.34,517.16,108.16,2677.62,0.69,0
51.11,50.19,91.99,34.42,663.04,134.02,2474.62,0.88,0
113.08,75.14,90.82,10.03,1391.25,199.12,1911.94,0.39,1
114.08,79.65,70.99,45.45,427.74,177.83,1378.22,0.32,0
59.63,108.6,97.32,34.67,1244.12,89.92,2062.64,0.26,0
108.45,90.78,61.17,48.02,767.81,233.52,1772.17,0.41,0
102.49,103.63,51.19,22.48,953.25,237.93,1469.82,0.27,0
100.67,59.96,57.54,18.67,893.7,89.49,2243.56,0.34,1
82.85,90.26,128.84,32.49,562.49,338.08,2302.85,0.6,0
101.0,44.34,83.34,15.41,193.89,208.68,2314.01,0.35,0
91.85,61.29,78.43,17.33,581.45,75.4,2461.02,0.29,1
76.82,52.99,89.6,31.83,162.14,211.27,1839.02,0.72,0
54.45,43.78,102.3,49.8,413.38,320.74,2446.88,0.93,0
106.56,63.55,119.3,26.87,923.65,151.0,2205.23,0.47,1
115.37,55.38,123.67,17.47,237.8,158.73,1838.89,0.32,0
62.39,75.95,104.28,37.13,707.54,121.0,2255.4,0.87,0
59.59,41.37,51.09,10.7,430.44,293.92,1830.28,0.79,1
105.4,65.86,54.36,32.45,739.03,186.87,1962.88,0.39,1
66.63,84.21,91.15,23.0,1262.67,163.7,2717.5,0.61,0
55.37,51.38,90.08,17.07,463.55,143.55,2127.98,0.47,0
60.72,47.88,58.39,46.75,665.44,197.83,2553.67,0.6,0
50.44,51.25,70.51,32.44,261.44,151.54,1714.42,0.91,0
106.31,82.23,52.31,29.88,1243.19,110.09,1853.86,0.79,1
67.19,98.1,122.1,20.71,610.7,334.46,1649.4,0.26,0
119.82,105.64,58.13,34.56,1117.1,216.85,2875.54,0.3,1
57.63,63.52,51.88,17.06,1285.9,156.91,2086.8,0.73,1
52.17,63.49,96.47,28.31,1349.19,341.03,2738.4,0.46,1
71.71,54.66,105.64,17.31,1366.68,95.33,2945.35,0.61,1
70.08,86.45,66.55,33.51,919.17,340.96,1531.06,0.94,0
52.06,81.6,64.8,24.15,586.68,287.15,2468.05,0.84,0
61.05,74.73,111.71,13.31,1476.51,108.63,2930.82,0.95,1
50.61,56.3,100.22,31.88,775.16,277.35,1336.09,0.51,0
116.2,51.98,75.79,30.67,138.13,256.35,1947.38,0.52,0
61.76,91.91,110.0,20.55,443.21,303.46,2903.96,0.84,0
55.77,61.9,88.14,16.71,1397.76,105.07,2090.75,0.62,1
118.81,104.99,57.2,39.39,362.25,101.01,1835.31,0.88,0
56.28,83.05,72.5,37.95,453.46,112.41,2663.2,0.22,0
115.68,108.16,82.44,18.27,1081.39,244.17,2352.62,0.84,0
106.33,63.87,59.43,31.09,295.59,289.51,2012.42,0.4,0
114.36,100.04,121.01,37.8,877.69,143.33,2294.14,0.22,0
114.24,48.82,89.46,33.92,1244.78,335.27,2790.23,0.88,1
98.86,90.57,84.2,27.87,260.53,227.32,2547.09,0.5,0
75.5,69.93,123.95,11.42,1480.75,143.98,2948.28,0.41,1
112.45,75.68,94.64,36.26,284.02,325.61,2174.81,0.65,0
74.32,93.99,83.07,22.21,1138.46,289.63,1583.92,0.21,0
75.15,58.54,64.01,35.45,1262.2,200.23,2572.86,0.92,1
60.98,60.03,98.21,26.28,524.05,219.45,2461.56,0.49,0
128.03,89.88,109.81,46.03,798.48,336.42,2035.44,0.48,1
88.08,56.26,54.17,19.63,1184.6,175.93,1344.77,0.4,1
94.43,42.63,116.72,17.48,666.03,218.08,2563.47,0.59,1
68.12,99.2,75.0,20.09,809.47,81.38,2219.09,0.72,0
58.11,53.08,55.56,31.81,254.45,82.54,1523.3,0.53,0
121.65,95.55,64.91,22.23,1022.76,120.79,2417.73,0.99,1
89.54,71.01,60.35,24.85,1185.46,318.02,1668.9,0.9,1
64.92,99.68,116.1,25.63,180.54,334.32,1940.33,0.57,0
72.98,45.06,54.96,14.75,1323.26,148.1,2399.01,0.39,1
64.02,97.29,59.24,29.33,987.09,186.05,2862.77,0.56,0
98.55,49.45,63.39,15.92,1248.06,153.29,2923.84,0.42,1
100.58,96.43,70.38,38.44,299.0,326.0,2847.46,0.85,0
51.15,50.49,110.37,48.51,886.21,234.53,2191.9,0.97,0
123.59,65.29,90.5,20.93,523.65,223.94,1957.27,0.94,1
119.02,101.69,72.93,39.78,174.9,143.59,1531.64,0.95,0
121.21,59.48,116.2,26.32,792.33,159.64,2660.36,0.86,1
118.57,41.97,110.71,39.06,188.24,214.33,1561.2,0.85,0
76.41,41.4,124.09,34.46,327.51,202.29,1362.48,0.7,0
96.16,97.42,118.79,19.49,880.84,173.55,1501.76,0.43,0
88.56,106.39,56.51,38.75,1296.83,316.36,2098.02,0.89,0
122.66,61.68,121.1,38.19,209.05,221.98,1798.65,0.79,0
88.01,89.08,51.69,23.1,322.12,134.08,2811.01,0.55,0
54.65,107.53,111.06,13.42,491.06,188.96,2038.66,0.65,0
84.17,49.51,98.23,37.83,525.69,134.55,2766.43,0.57,0
82.22,70.05,57.54,43.16,586.46,91.44,1392.14,0.55,0
81.84,103.21,105.86,39.67,1089.04,297.56,2033.24,0.2,0
91.33,74.49,87.58,45.33,278.33,274.19,2498.17,0.7,0
111.67,41.19,97.38,44.81,1227.74,181.3,2946.72,0.62,1
127.08,105.52,107.77,12.52,1146.97,160.38,2432.86,0.85,1
63.18,50.84,119.08,39.91,1388.95,273.83,1893.93,0.21,1
70.0,109.71,64.97,18.34,349.24,110.13,2117.8,0.51,0
122.86,95.63,68.61,43.3,831.93,275.38,1453.55,0.28,1
54.63,64.68,71.8,35.82,1061.46,164.82,1885.93,0.45,0
100.68,62.83,87.95,27.97,1044.64,185.36,2919.73,0.88,1
95.75,60.87,93.85,43.09,1229.54,165.57,2587.83,0.82,1
125.08,67.56,78.65,26.46,221.32,116.97,2198.09,0.96,0
98.35,57.85,113.12,13.02,1470.7,268.2,1368.75,0.36,1
87.93,103.67,78.04,28.79,871.63,242.01,2080.33,0.36,0
63.39,49.91,116.63,17.41,559.9,315.04,1636.78,0.55,0
50.9,78.98,111.54,26.48,1325.43,170.96,2927.88,0.65,0
112.9,82.07,84.27,32.47,484.84,172.25,2182.38,0.89,0
78.44,79.61,128.35,39.08,205.44,156.33,2470.98,0.8,0
63.09,104.66,100.72,18.69,803.19,294.23,2232.75,0.86,0
79.96,109.52,76.09,34.18,984.69,150.93,2072.13,0.65,0
79.74,71.31,94.03,31.45,1377.82,170.97,1745.78,0.21,0
126.44,83.76,116.24,10.72,462.77,103.79,2156.67,0.28,1
97.25,97.53,86.17,40.2,1032.11,204.47,2383.1,0.34,0
91.03,73.65,92.69,26.07,638.21,332.99,1322.63,0.7,0
68.23,103.9,55.84,17.65,949.27,218.67,2762.77,0.42,1
64.55,44.62,82.73,38.33,786.74,273.8,1751.74,0.33,1
54.15,64.82,85.45,14.77,560.74,86.92,2920.33,0.38,0
70.0,94.65,129.56,37.39,1196.87,191.37,1311.55,0.81,0
79.77,104.03,50.98,46.25,683.62,138.4,1971.93,0.93,0
94.02,75.19,125.6,12.18,1245.04,286.57,2790.81,0.8,1
112.99,62.47,107.27,35.18,1465.89,82.59,1793.13,0.63,1
76.51,59.85,73.4,19.29,1111.06,239.36,2515.28,0.73,1
101.67,107.39,85.69,19.79,448.2,100.65,2486.68,0.2,0
102.36,66.13,84.35,49.22,1367.82,212.15,1738.51,0.6,1
105.74,75.32,106.64,22.89,520.74,312.78,1580.34,0.89,0
66.55,48.95,129.58,16.23,964.21,300.16,2338.45,0.39,1
59.95,89.58,102.3,18.8,711.92,230.27,1346.25,0.35,0
99.94,88.07,51.23,11.52,759.12,124.84,1486.31,0.44,1
90.83,47.9,91.31,31.81,1268.92,328.85,1921.82,0.8,1
129.32,88.29,129.47,49.02,1326.1,293.02,2345.27,0.67,1
67.97,107.76,63.81,44.21,784.01,289.71,1834.98,0.75,0
96.67,58.87,67.6,20.02,802.89,121.51,1592.08,0.9,1
55.79,84.14,99.05,46.85,1239.68,271.94,1320.09,0.25,0
67.2,99.51,103.47,30.46,1373.55,157.25,1557.84,0.9,0
73.32,82.46,99.03,43.09,439.46,302.83,1395.92,0.48,0
112.14,40.02,119.58,25.25,1369.72,281.2,2500.29,0.7,1
125.32,76.06,50.17,43.72,287.5,278.09,1940.88,0.6,0
81.72,97.53,73.74,45.13,118.24,132.91,2534.97,0.25,0
97.46,73.14,127.49,36.54,990.04,183.27,1640.85,0.5,1
52.79,74.86,105.02,31.14,1461.05,294.62,2840.89,0.55,0
115.75,43.62,119.81,16.23,1257.52,118.49,2309.82,0.26,1
55.22,93.56,100.05,35.71,963.71,316.18,2979.8,0.38,0
77.45,53.24,72.52,36.04,1337.49,245.26,1508.27,0.28,1
123.54,102.54,84.62,48.01,436.13,333.82,2440.98,0.48,0
104.16,86.49,90.37,11.77,1116.63,146.36,1311.06,0.94,1
66.71,45.06,81.57,22.1,183.54,216.28,2075.74,0.42,0
97.59,49.85,100.31,39.46,672.2,253.38,1421.58,0.72,1
61.41,77.56,119.7,41.35,328.71,333.88,2642.35,0.42,0
70.18,48.92,89.08,16.35,1403.35,157.49,2250.58,0.36,1
72.27,103.67,123.22,11.77,102.91,282.94,2984.84,0.86,0
67.64,62.38,58.28,23.29,1316.71,306.23,1405.11,0.23,1
80.62,88.67,117.51,41.09,909.83,137.87,1554.9,0.52,0
122.61,62.09,106.24,44.65,976.91,249.11,2581.98,0.89,1
55.64,84.67,67.55,45.26,1263.66,139.62,2627.47,0.66,0
83.5,82.27,85.16,41.57,514.7,82.46,1389.71,0.78,0
85.9,90.03,88.6,22.09,254.13,267.94,1753.84,0.28,0
86.98,96.19,114.87,28.78,497.73,126.08,1364.91,0.91,0
90.94,45.29,123.94,38.31,1401.56,181.31,1336.05,0.51,1
114.53,54.65,77.59,12.03,423.1,161.39,2262.93,0.83,1
116.84,77.09,109.82,40.93,317.46,116.11,2705.67,0.38,0
62.19,81.12,99.89,13.04,321.63,76.56,1541.15,0.54,0
121.37,84.53,69.16,35.95,1090.86,332.88,2368.02,0.5,1
94.77,93.35,127.26,42.32,948.77,205.4,1688.98,0.21,0
126.61,77.86,53.99,46.13,899.44,101.0,2399.72,0.83,1
68.53,41.48,101.73,47.85,1032.93,108.14,2016.54,0.97,1
108.3,86.27,75.22,21.03,899.18,302.21,2059.43,0.82,1
75.77,97.36,121.54,27.17,591.33,147.39,1336.68,0.82,0
59.64,71.52,110.26,12.55,1166.43,161.93,1596.55,0.59,1
122.01,65.74,116.58,10.9,171.1,99.6,2783.98,0.94,0
114.18,63.54,110.17,34.71,995.53,324.27,1767.68,0.4,1
103.63,92.78,98.84,30.39,1228.96,94.65,1561.81,0.69,0
59.84,74.53,116.45,39.08,947.56,220.12,2139.6,0.95,0
76.79,94.65,102.11,25.37,1139.69,123.42,2268.06,0.86,0
106.09,87.81,68.18,43.02,907.96,132.86,1388.09,0.97,1
114.14,65.71,61.38,15.97,274.61,346.83,2045.33,0.38,0
121.23,95.01,83.33,25.54,1456.98,109.96,2904.26,0.76,1
109.01,95.58,57.29,37.54,912.26,293.34,2981.7,0.97,0
102.76,51.49,52.88,29.77,440.7,172.32,2547.55,0.35,1
62.04,52.33,77.22,43.9,1353.98,289.51,1441.69,0.32,1
84.2,106.16,87.08,42.33,657.0,256.91,1595.52,0.97,0
103.45,72.48,98.98,21.07,443.72,78.71,2457.05,0.61,0
85.5,42.27,85.51,37.7,825.7,269.98,2448.42,0.34,1
61.36,76.28,51.09,43.26,1112.48,224.37,1999.76,0.79,0
97.54,69.6,77.79,23.61,768.58,211.64,1874.11,0.34,1
70.52,66.84,85.83,36.46,1216.03,349.86,2730.17,0.99,0
91.72,77.73,120.84,19.11,653.27,104.03,2544.37,0.47,0
86.67,42.44,61.49,39.67,745.68,180.26,2700.59,0.4,1
98.62,63.71,53.2,37.61,380.07,219.49,2350.14,0.32,0
124.08,104.21,107.24,13.51,1349.62,302.49,2991.85,0.6,1
117.32,88.95,68.49,46.61,830.68,148.43,2192.1,0.48,1
65.67,91.52,89.04,36.74,1029.7,317.07,2853.53,0.54,0
75.1,88.51,108.56,40.94,428.77,345.93,2243.33,0.94,0
127.04,81.54,107.9,44.25,315.69,249.09,1642.16,0.79,0
97.63,75.42,54.29,27.77,414.02,157.02,1986.72,0.46,0
54.53,80.57,128.53,15.72,208.25,82.68,1617.11,0.59,0
97.39,96.13,128.88,14.5,128.73,90.61,2457.6,0.35,0
121.83,77.25,85.32,40.12,523.22,132.45,1996.04,0.72,0
109.38,83.66,82.42,21.18,1414.3,91.51,1658.52,0.98,1
101.52,83.96,96.82,36.06,197.23,343.79,2449.74,0.93,0
51.68,95.69,62.93,24.92,144.19,85.25,1620.79,0.93,0
93.3,94.45,59.28,23.59,1217.64,144.11,2653.99,0.76,0
111.08,81.38,97.51,10.4,104.55,99.26,1733.0,0.75,0
127.48,67.83,96.94,36.7,601.8,166.05,2572.96,0.42,1
67.53,51.1,89.29,45.0,1151.36,269.09,2245.2,0.73,1
125.77,58.38,87.98,11.8,1397.59,131.55,1447.04,0.61,1
110.97,101.22,79.35,24.34,338.07,126.53,1792.76,0.31,0
64.76,47.13,78.61,27.12,798.04,304.28,2293.53,0.68,1
55.29,55.61,73.28,28.71,180.25,196.9,2716.03,0.84,0
66.07,96.55,110.84,29.67,1260.13,315.91,1583.13,0.47,0
71.12,71.74,79.79,14.21,1460.55,138.41,2886.46,0.79,1
77.3,64.16,69.53,48.54,922.08,330.46,2198.36,0.68,0
73.71,103.16,110.47,16.05,1118.55,256.52,2789.87,0.61,0
60.75,57.66,128.56,11.14,1368.79,221.49,1639.41,0.39,1
69.75,103.13,70.89,40.26,1184.1,199.44,1593.26,0.92,0
112.43,40.37,122.3,17.47,860.8,186.03,1414.74,0.37,1
53.76,65.81,106.19,29.38,1422.62,216.58,2403.92,0.65,0
113.54,71.27,57.07,15.82,362.15,297.93,2178.55,0.69,1
74.52,51.94,55.11,41.21,1482.3,84.03,2365.98,0.48,1
113.79,75.86,87.54,41.41,650.92,144.69,2874.55,0.56,1
100.83,88.87,51.08,39.37,275.04,150.59,1866.12,0.9,0
67.65,102.37,121.14,38.97,1471.73,175.19,2454.9,0.43,0
108.26,50.01,73.99,31.02,1378.25,338.83,1747.16,0.81,1
122.76,73.1,111.87,38.63,1114.98,325.59,2945.87,0.82,1
71.52,48.43,71.85,27.57,274.03,286.29,1532.55,0.41,0
124.35,50.1,85.16,40.46,484.99,165.18,1833.29,0.79,1
122.34,78.8,65.62,45.25,1248.38,96.49,2911.17,0.34,1
75.97,53.64,63.24,25.29,1352.47,238.65,2306.16,0.83,1
120.24,77.44,116.36,44.75,1155.51,226.7,1863.08,0.87,1
109.87,109.18,74.11,33.21,456.14,222.08,1844.62,0.48,0
113.32,41.85,118.32,38.78,856.83,253.5,1628.29,0.23,1
81.51,58.57,69.02,11.73,1108.34,206.21,1367.83,0.57,1
93.13,98.91,105.2,48.45,1219.82,180.76,1577.71,0.54,0
64.83,100.82,121.86,26.17,1376.76,183.86,1652.91,0.82,0
121.24,59.19,55.93,47.57,1272.94,323.38,1671.09,0.42,1
84.48,79.28,89.16,30.04,1455.78,140.15,2077.2,0.71,0
59.53,82.32,51.48,29.99,259.42,252.84,2020.89,0.31,0
59.08,47.87,126.25,35.75,1203.05,146.56,1729.68,0.97,0
115.02,45.09,71.33,28.3,404.95,342.41,1664.39,0.78,1
94.55,50.69,126.98,22.6,1210.5,176.26,2289.68,0.6,1
118.97,40.27,79.69,19.45,819.95,228.28,2975.67,0.99,1
128.4,105.21,86.32,33.66,550.48,321.61,1585.72,0.73,0
99.89,51.88,127.91,49.92,982.58,137.22,2026.85,0.26,1
87.74,60.39,94.94,14.95,423.19,134.02,1677.74,0.58,0
99.56,66.03,54.27,23.52,466.44,179.91,2122.28,0.53,1
70.75,55.43,117.37,18.18,707.07,212.48,1471.87,0.98,0
111.16,70.54,94.93,18.11,334.78,306.36,2662.66,0.46,0
108.0,77.94,84.32,45.25,1035.06,344.99,2143.98,0.66,1
102.13,66.51,64.94,38.58,1115.58,338.2,1887.98,0.63,1
93.29,45.48,57.55,42.86,361.11,234.51,2297.49,0.65,0
107.95,92.43,119.82,36.08,1017.36,77.34,2768.26,0.97,0
58.9,89.28,115.15,17.77,975.03,144.65,2047.09,0.44,0
66.2,43.66,110.51,48.66,1014.02,235.98,1615.89,0.71,1
129.73,88.42,126.25,46.45,687.91,180.35,1757.57,0.84,0
105.39,63.66,64.97,30.26,1285.28,177.88,2905.15,0.33,1
110.17,55.85,74.58,10.14,471.06,239.02,1941.87,0.91,1
67.46,78.62,60.51,41.14,185.55,266.08,2514.49,0.6,0
128.62,96.63,101.52,34.02,295.38,245.61,2938.33,0.75,0
64.82,100.29,87.8,14.1,486.66,100.86,2672.03,0.87,0
93.56,54.61,97.09,28.05,337.28,225.3,1886.61,0.45,0
110.66,45.74,92.59,41.95,830.29,152.16,2071.62,0.41,1
93.34,53.26,50.11,28.44,1281.39,273.83,2058.46,0.87,1
59.31,72.92,96.67,12.3,294.51,167.19,2974.18,0.42,0
128.49,52.58,68.17,38.71,1297.27,335.98,2259.44,0.35,1
92.49,53.94,83.27,32.56,125.69,183.67,2827.96,0.49,0
91.11,83.75,92.23,26.28,987.44,275.96,2632.49,0.4,0
113.2,49.22,52.95,34.58,591.84,340.96,2952.78,0.8,1
53.36,53.81,77.18,33.49,832.54,109.87,2631.46,0.94,0
96.03,91.85,100.59,35.78,210.19,172.89,1600.51,0.23,0
83.93,66.48,128.91,27.4,853.59,215.05,2887.11,0.88,0
128.18,64.77,70.73,45.6,904.31,136.37,1694.21,0.66,1
125.17,74.65,101.98,38.84,981.09,146.88,1801.0,0.58,1
71.92,68.78,99.79,27.44,1241.47,186.56,2694.55,0.74,0
79.64,97.44,99.18,42.22,945.5,205.56,2802.52,0.61,0
110.1,85.76,111.44,49.93,1352.77,310.6,1531.97,0.44,1
103.87,77.07,112.86,25.71,366.13,267.73,1970.29,0.26,0
55.45,91.86,76.79,36.55,1459.5,103.07,2112.77,0.3,1
106.45,71.85,120.0,18.32,374.98,261.59,1866.18,0.92,0
61.68,45.5,90.32,10.32,1241.31,164.68,2433.74,0.46,1
53.01,101.94,50.88,25.41,986.7,317.91,1843.21,0.38,1
74.34,42.9,50.56,30.46,1138.54,319.01,1343.97,0.38,1
115.38,87.36,117.93,26.95,371.22,260.86,1401.67,0.32,0
92.21,54.48,109.82,16.15,1257.86,306.4,2186.86,0.39,1
125.06,104.56,107.13,18.52,619.0,223.5,1965.63,0.45,0
128.05,56.32,68.94,35.05,1247.6,231.21,1719.3,0.31,1
115.38,58.86,126.13,19.75,954.9,155.26,1707.57,0.94,1
118.03,86.86,50.63,46.76,536.64,128.62,2023.16,0.84,0
112.95,70.09,128.94,31.97,116.96,118.61,2909.31,0.74,0
128.85,87.35,113.65,30.16,463.83,223.1,2674.36,0.38,0
72.6,53.87,126.79,16.66,336.54,300.58,2091.74,0.27,0
125.94,75.85,96.81,26.04,1000.33,260.37,1780.25,0.21,1
75.53,90.4,116.49,20.14,460.96,177.22,2625.85,0.31,0
58.43,87.99,65.09,32.76,1357.13,337.63,2894.22,0.62,1
115.8,53.44,120.52,20.85,795.8,348.52,2155.37,0.62,1
50.71,84.83,99.29,45.36,1015.49,194.29,1329.74,0.25,0
66.86,80.98,51.01,38.89,1023.37,238.08,2301.31,0.24,0
60.47,91.98,115.4,36.89,106.12,123.72,2324.13,0.4,0
127.25,96.29,78.4,39.41,1088.37,315.54,1498.51,0.9,1
120.43,65.71,110.98,19.2,1249.67,100.89,1377.8,0.49,1
127.58,98.89,60.18,42.73,1115.98,183.76,2416.87,0.62,1
124.54,42.84,122.83,43.18,633.94,339.15,2472.35,0.65,1
91.12,108.29,100.4,44.96,1096.95,240.96,2593.5,0.83,0
86.76,47.9,50.67,44.24,599.42,166.13,2641.88,0.85,1
124.98,96.19,129.22,37.35,325.27,149.98,1979.16,0.73,0
68.28,77.67,120.93,39.86,425.75,156.12,2224.76,0.4,0
102.34,76.2,129.65,36.04,1398.06,331.47,2862.71,0.38,1
95.2,58.59,118.5,20.17,308.32,248.63,1334.04,0.94,0
113.41,59.84,121.42,49.02,735.1,322.25,2805.98,0.84,1
81.27,105.93,70.06,31.72,975.9,117.84,2353.33,0.59,0
128.98,47.98,109.18,28.55,1456.6,182.28,1543.73,0.59,1
118.67,46.47,90.43,24.6,264.59,254.7,2720.96,0.35,0
75.34,44.69,117.81,40.12,625.43,229.1,1492.68,0.2,0
94.22,59.18,56.0,10.73,105.06,132.33,2034.38,0.3,0
75.84,82.42,55.11,16.61,1177.53,142.37,2527.12,0.21,1
112.79,87.11,69.17,24.61,1180.2,111.99,1775.36,0.29,1
88.68,46.03,83.91,30.67,1285.02,203.53,2239.04,0.75,1
121.63,61.26,125.55,38.86,410.49,326.71,1739.04,0.97,0
53.15,66.99,124.04,48.68,127.21,101.66,2060.2,0.31,0
