v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,driver_age,years_driving,km_driven,rel_v_oncoming,rel_v_followed,target
47.04,77.02,31.64,84.84,1474.08,187.62,1999.76,0.76,47.89,40.42,136.48,78.68,-29.98,1
101.31,66.52,71.69,40.62,1007.36,176.23,1874.11,0.26,54.5,8.23,310.68,173.0,34.79,1
60.78,62.18,83.75,69.53,1614.62,299.88,2730.17,0.99,33.56,38.93,52.63,144.53,-1.4,0
92.57,79.29,136.25,30.49,850.86,79.97,2544.37,0.4,23.17,18.61,220.07,228.82,13.28,0
85.0,23.83,47.23,76.77,976.28,148.16,2700.59,0.33,22.02,46.16,211.04,132.23,61.17,1
102.93,57.26,34.8,72.11,480.09,183.25,2350.14,0.23,36.21,16.24,16.11,137.73,45.67,1
141.13,120.91,115.86,17.89,1795.91,257.5,2991.85,0.55,17.38,1.83,465.27,256.99,20.22,1
130.97,96.92,57.74,92.37,1091.64,119.69,2192.1,0.42,20.03,48.21,166.73,188.71,34.05,1
53.5,100.95,88.55,70.17,1361.74,270.54,2853.53,0.48,48.1,7.8,363.3,142.05,-47.45,0
67.64,96.23,117.84,79.61,546.19,296.36,2243.33,0.94,62.98,22.99,9.63,185.48,-28.59,0
145.56,85.28,116.86,87.05,392.72,209.73,1642.16,0.76,26.73,40.64,204.78,262.42,60.28,0
101.45,75.66,36.44,49.97,526.17,127.37,1986.72,0.39,64.0,32.03,306.89,137.89,25.79,0
36.8,83.75,147.79,22.86,246.91,60.87,1617.11,0.53,73.31,44.08,175.72,184.59,-46.95,0
101.09,108.2,148.32,20.12,138.99,67.96,2457.6,0.26,31.45,36.94,44.52,249.41,-7.11,0
137.75,78.53,82.98,77.78,674.37,105.39,1996.04,0.68,76.51,33.15,457.66,220.73,59.22,1
119.07,88.61,78.63,35.16,1883.7,68.77,1658.52,0.98,26.51,14.04,369.97,197.7,30.46,1
107.28,89.08,100.23,68.63,231.95,294.45,2449.74,0.92,82.14,22.98,16.91,207.51,18.2,0
32.51,107.51,49.4,43.56,159.98,63.17,1620.79,0.92,46.5,24.45,420.18,81.91,-75.0,0
94.96,105.57,43.93,40.57,1616.79,115.82,2653.99,0.73,67.11,44.28,419.58,138.89,-10.61,1
121.62,85.02,101.26,10.89,106.17,75.71,1733.0,0.71,80.03,45.59,72.0,222.88,36.6,0
146.22,63.74,100.41,70.07,781.01,135.44,2572.96,0.35,74.12,8.53,130.24,246.63,82.48,1
56.29,37.44,88.93,88.76,1526.85,227.62,2245.2,0.7,61.08,44.62,76.52,145.22,18.85,1
143.66,48.89,86.97,14.06,1861.01,104.58,1447.04,0.56,18.94,10.86,45.43,230.63,94.77,1
121.46,116.2,74.02,42.27,423.09,100.1,1792.76,0.22,67.02,33.11,284.12,195.48,5.26,0
52.14,31.21,72.92,48.53,1047.34,259.1,2293.53,0.64,16.31,10.43,492.66,125.06,20.93,1
37.94,44.52,64.92,52.1,208.92,163.05,2716.03,0.82,28.12,36.6,437.37,102.86,-6.58,0
54.11,108.86,121.27,54.26,1674.46,269.5,1583.13,0.4,34.82,25.1,492.58,175.38,-54.75,0
61.69,69.87,74.68,19.47,1946.46,110.72,2886.46,0.76,54.45,14.49,202.59,136.37,-8.18,1
70.95,57.97,59.3,96.72,1215.68,282.52,2198.36,0.64,49.4,14.46,218.83,130.25,12.98,0
65.56,119.25,120.7,23.6,1482.32,216.37,2789.87,0.56,24.76,39.94,446.3,186.26,-53.69,0
46.13,47.76,147.85,12.57,1821.92,185.05,1639.41,0.31,84.48,3.29,262.36,193.98,-1.63,1
59.62,119.21,61.33,78.08,1571.28,165.31,1593.26,0.91,77.92,47.56,127.89,120.95,-59.59,0
123.65,20.59,138.45,26.8,1132.52,153.32,1414.74,0.29,50.12,46.43,470.99,262.1,103.06,1
35.64,60.56,114.29,53.6,1894.99,180.65,2403.92,0.6,57.05,33.13,199.94,149.93,-24.92,0
125.31,69.14,40.6,23.09,455.77,253.42,2178.55,0.65,44.57,5.65,40.05,165.91,56.17,1
66.78,38.76,37.67,80.22,1975.98,62.08,2365.98,0.42,34.84,27.64,399.57,104.45,28.02,1
125.69,76.35,86.31,80.68,847.68,116.34,2874.55,0.5,52.93,31.35,11.41,212.0,49.34,1
106.25,96.79,31.61,76.09,337.56,121.62,1866.12,0.89,86.63,13.14,24.98,137.86,9.46,0
56.48,118.01,136.71,75.19,1961.64,143.62,2454.9,0.35,38.69,18.38,146.92,193.19,-61.53,0
117.38,35.74,65.99,57.29,1834.76,290.01,1747.16,0.79,20.79,49.18,56.58,183.37,81.64,1
139.15,72.01,122.8,74.43,1477.47,278.16,2945.87,0.8,49.41,11.67,244.31,261.95,67.14,1
62.28,33.25,62.77,49.53,336.18,243.01,1532.55,0.34,65.05,28.29,319.6,125.05,29.03,0
141.53,35.87,82.73,78.53,622.48,134.67,1833.29,0.77,40.31,36.78,417.17,224.26,105.66,1
138.51,80.98,53.43,89.31,1658.52,73.22,2911.17,0.26,17.75,35.32,138.22,191.94,57.53,1
68.95,41.43,49.86,44.4,1799.78,200.39,2306.16,0.8,29.3,7.28,477.63,118.81,27.52,1
135.36,78.84,129.54,88.18,1532.48,189.71,1863.08,0.85,38.14,35.68,403.7,264.9,56.52,1
119.81,128.71,66.17,62.22,583.34,185.57,1844.62,0.41,17.59,28.26,332.08,185.98,-8.9,0
124.99,22.91,132.48,74.75,1127.13,213.68,1628.29,0.14,34.45,37.11,132.16,257.47,102.08,1
77.26,49.18,58.52,13.89,1468.47,171.37,1367.83,0.51,67.83,38.57,325.72,135.78,28.08,1
94.7,112.58,112.8,96.52,1619.75,148.61,1577.71,0.48,69.19,15.65,399.77,207.5,-17.88,0
52.24,115.57,137.79,46.38,1832.74,151.38,1652.91,0.8,30.04,5.7,281.11,190.03,-63.33,0
136.86,50.16,38.9,94.53,1691.85,276.18,1671.09,0.34,63.49,26.0,454.87,175.76,86.7,1
81.72,81.73,88.75,55.09,1939.98,112.28,2077.2,0.67,48.25,12.73,193.95,170.47,-0.01,0
44.3,86.51,32.22,54.97,316.35,213.08,2020.89,0.23,73.01,1.08,103.27,76.52,-42.21,0
43.63,32.36,144.37,67.93,1597.0,118.02,1729.68,0.97,37.18,28.18,203.36,188.0,11.27,0
127.54,27.99,62.0,51.18,513.87,293.21,1664.39,0.76,39.35,18.9,81.43,189.54,99.55,1
96.83,36.79,145.47,38.34,1607.11,144.58,2289.68,0.56,32.83,35.05,54.34,242.3,60.04,1
133.46,20.43,74.53,31.26,1077.07,191.11,2975.67,0.99,59.41,46.28,344.9,207.99,113.03,1
147.6,122.47,84.49,63.23,711.36,274.6,1585.72,0.7,78.21,5.07,425.72,232.09,25.13,0
104.84,38.67,146.87,99.81,1297.79,109.66,2026.85,0.17,22.25,21.99,255.67,251.71,66.17,1
86.61,52.03,97.42,21.13,538.62,106.79,1677.74,0.52,80.46,8.64,434.01,184.03,34.58,1
104.34,60.9,36.4,40.43,597.31,147.85,2122.28,0.47,32.5,36.44,219.06,140.74,43.44,1
61.13,44.25,131.06,28.4,923.88,176.98,1471.87,0.98,42.7,38.62,293.56,192.19,16.88,1
121.73,67.98,97.4,28.25,418.62,260.96,2662.66,0.39,28.5,12.77,350.3,219.13,53.75,0
117.0,79.62,81.49,89.31,1369.01,295.52,2143.98,0.62,77.32,8.98,203.15,198.49,37.38,1
108.2,61.66,52.41,74.3,1478.29,289.45,1887.98,0.59,49.44,47.66,86.65,160.61,46.54,1
94.93,28.61,41.32,83.94,454.36,196.69,2297.49,0.61,57.08,32.06,100.74,136.25,66.32,1
116.92,102.39,134.74,68.69,1344.98,56.09,2768.26,0.97,79.03,24.92,475.02,251.66,14.53,0
43.34,97.44,127.73,27.47,1287.54,116.3,2047.09,0.38,66.38,21.87,443.61,171.07,-54.1,0
54.3,25.76,120.76,96.98,1340.46,198.01,1615.89,0.67,81.3,18.77,199.59,175.06,28.54,1
149.6,96.08,144.37,92.01,897.87,148.24,1757.57,0.82,25.14,3.03,213.29,293.97,53.52,0
113.08,57.18,52.46,55.58,1708.6,146.03,2905.15,0.24,79.5,25.26,51.37,165.54,55.9,1
120.25,44.91,66.88,10.3,603.58,200.73,1941.87,0.9,21.8,36.53,450.34,187.13,75.34,1
56.19,80.69,45.76,80.06,216.1,224.93,2514.49,0.55,22.98,36.73,42.05,101.95,-24.5,0
147.93,108.99,107.28,64.05,365.15,206.61,2938.33,0.72,64.61,12.3,438.82,255.21,38.94,0
52.23,114.74,86.7,19.22,624.75,77.13,2672.03,0.85,17.58,42.74,146.02,138.93,-62.51,0
95.34,42.95,100.64,50.61,422.03,188.45,1886.61,0.38,64.22,30.43,297.23,195.98,52.39,0
120.99,29.01,93.88,81.88,1091.11,123.02,2071.62,0.34,34.94,30.38,144.26,214.87,91.98,1
95.01,40.83,30.16,51.49,1703.32,231.86,2058.46,0.85,26.27,31.2,435.26,125.17,54.18,1
43.96,71.73,100.01,15.16,363.97,136.47,2974.18,0.34,16.7,25.51,322.33,143.97,-27.77,0
147.73,39.76,57.26,74.59,1724.87,287.46,2259.44,0.27,35.64,19.14,54.69,204.99,107.97,1
93.74,41.91,79.91,60.75,134.86,151.21,2827.96,0.43,37.91,47.72,272.69,173.65,51.83,0
91.66,88.74,93.35,46.63,1304.38,233.76,2632.49,0.32,30.36,40.65,440.39,185.01,2.92,0
124.8,34.49,34.43,65.29,767.5,291.91,2952.78,0.78,33.77,17.38,368.16,159.23,90.31,1
35.03,41.7,70.77,62.86,1094.16,85.19,2631.46,0.94,47.99,32.35,137.23,105.8,-6.67,0
99.04,101.49,105.89,68.0,249.54,141.57,1600.51,0.14,77.23,10.92,311.76,204.93,-2.45,0
80.9,61.61,148.36,49.15,1122.73,179.28,2887.11,0.87,52.68,45.11,353.52,229.26,19.29,0
147.27,58.93,61.09,90.1,1191.56,108.9,1694.21,0.61,72.54,11.47,250.45,208.36,88.34,1
142.75,74.46,107.97,74.88,1295.77,118.3,1801.0,0.52,21.73,39.09,102.34,250.72,68.29,1
62.89,65.22,104.68,49.24,1649.14,153.8,2694.55,0.71,32.45,6.68,109.53,167.57,-2.33,0
74.46,110.26,103.77,82.5,1247.46,170.79,2802.52,0.56,46.87,39.93,279.66,178.23,-35.8,0
120.15,91.91,122.15,99.84,1800.19,264.76,1531.97,0.38,54.06,1.86,218.63,242.3,28.24,1
110.81,78.25,124.3,45.35,461.18,226.41,1970.29,0.17,48.42,31.62,429.49,235.11,32.56,0
38.18,101.5,70.18,69.74,1945.04,79.11,2112.77,0.21,50.55,32.59,418.89,108.36,-63.32,1
114.67,70.05,135.0,28.71,473.19,220.91,1866.18,0.91,40.32,34.56,465.29,249.67,44.62,0
47.52,28.64,90.48,10.72,1648.92,134.22,2433.74,0.39,33.25,10.15,376.05,138.0,18.88,1
34.51,117.34,31.32,44.66,1303.38,271.29,1843.21,0.3,42.95,18.29,268.9,65.83,-82.83,1
66.51,24.56,30.83,56.04,1509.44,272.27,1343.97,0.3,47.49,16.18,164.96,97.34,41.95,1
128.07,94.43,131.9,48.13,468.08,220.26,1401.67,0.23,58.7,15.28,385.14,259.97,33.64,0
93.32,42.75,119.73,23.85,1671.39,261.0,2186.86,0.31,17.86,19.06,324.04,213.05,50.57,1
142.6,121.44,115.69,29.16,804.36,186.84,1965.63,0.38,79.49,38.33,65.59,258.29,21.16,0
147.07,45.65,58.42,66.37,1657.45,193.74,1719.3,0.23,85.31,7.48,59.62,205.49,101.42,1
128.08,49.64,144.19,31.93,1260.22,125.79,1707.57,0.93,42.12,22.95,384.59,272.27,78.44,1
132.04,93.63,30.94,92.7,692.59,101.96,2023.16,0.81,30.61,8.29,264.18,162.98,38.41,0
124.43,67.28,148.42,59.43,123.02,93.01,2909.31,0.71,45.63,36.8,38.54,272.85,57.15,0
148.28,94.4,125.47,55.35,593.77,186.48,2674.36,0.31,84.47,18.33,16.91,273.75,53.88,0
63.9,41.79,145.18,24.98,421.02,255.79,2091.74,0.18,47.21,15.04,241.75,209.08,22.11,0
143.91,76.34,100.21,46.08,1321.88,219.82,1780.25,0.11,45.07,48.58,491.62,244.12,67.57,1
68.29,99.2,129.74,32.81,589.87,145.44,2625.85,0.22,89.3,5.55,24.79,198.03,-30.91,0
42.65,95.41,52.63,61.22,1806.11,288.93,2894.22,0.58,52.61,6.91,423.8,95.28,-52.76,1
128.7,41.12,135.78,34.41,1044.31,298.67,2155.37,0.57,40.92,45.29,491.71,264.48,87.58,1
31.06,90.45,103.93,89.55,1342.45,160.71,1329.74,0.16,29.39,33.0,210.0,134.99,-59.39,0
55.28,84.39,31.52,75.0,1353.14,199.88,2301.31,0.15,88.59,18.58,100.23,86.8,-29.11,0
45.7,101.69,128.1,70.5,108.3,97.58,2324.13,0.33,42.37,23.1,486.51,173.8,-55.99,0
145.88,108.46,72.59,76.18,1441.35,269.17,1498.51,0.88,22.11,42.33,182.67,218.47,37.42,1
135.64,60.4,121.47,30.7,1660.27,77.16,1377.8,0.43,66.82,8.99,402.79,257.11,75.24,1
146.37,112.55,45.26,83.64,1478.83,151.29,2416.87,0.57,24.06,19.69,253.06,191.63,33.82,1
141.81,24.46,139.25,84.65,824.64,290.3,2472.35,0.6,43.01,21.08,377.74,281.06,117.35,1
91.68,127.32,105.6,88.65,1453.01,202.46,2593.5,0.81,21.51,47.03,6.18,197.28,-35.64,0
85.13,32.41,31.0,87.04,777.79,135.52,2641.88,0.83,64.67,31.72,359.63,116.13,52.72,1
142.47,108.3,148.82,71.54,405.72,121.07,1979.16,0.69,53.02,42.42,233.71,291.29,34.17,0
57.41,79.19,136.39,77.18,542.09,126.57,2224.76,0.32,49.97,12.25,103.72,193.8,-21.78,0
108.52,76.88,149.47,68.59,1861.65,283.42,2862.71,0.31,72.0,41.12,350.54,257.99,31.64,1
97.8,49.21,132.76,32.88,382.72,209.32,1334.04,0.94,57.13,20.45,79.21,230.56,48.59,0
125.11,51.18,137.14,97.8,961.92,275.18,2805.98,0.83,28.92,39.07,362.06,262.25,73.93,1
76.91,123.61,60.09,58.87,1288.72,92.32,2353.33,0.54,46.53,39.57,496.42,137.0,-46.7,0
148.47,32.54,118.78,51.74,1941.1,149.97,1543.73,0.54,77.46,1.51,167.62,267.25,115.93,1
133.01,30.17,90.64,42.85,323.38,214.75,2720.96,0.27,35.26,49.96,160.25,223.65,102.84,0
68.01,27.37,131.71,77.78,813.08,191.85,1492.68,0.1,25.95,35.7,252.54,199.72,40.64,1
96.32,50.14,38.99,11.65,106.87,105.28,2034.38,0.22,48.74,9.59,6.45,135.31,46.18,0
68.76,86.66,37.66,24.86,1562.36,114.27,2527.12,0.11,76.7,3.11,98.97,106.42,-17.9,1
124.19,94.03,58.75,42.86,1565.98,87.09,1775.36,0.2,66.97,34.69,17.13,182.94,30.16,1
88.03,29.47,80.87,56.5,1708.24,168.98,2239.04,0.72,80.6,40.68,97.38,168.9,58.56,1
137.44,53.41,143.32,74.93,521.37,279.17,1739.04,0.96,35.79,6.8,235.46,280.76,84.03,0
34.72,62.41,141.07,97.03,136.92,77.84,2060.2,0.22,43.7,31.18,431.03,175.79,-27.69,0
68.54,43.63,130.24,88.33,1940.66,111.46,2811.5,0.51,68.72,22.47,209.49,198.78,24.91,1
32.92,92.75,69.92,61.99,1766.88,207.54,1764.34,0.25,83.33,24.13,236.77,102.84,-59.83,1
39.34,101.27,64.84,66.42,1131.45,260.86,1901.31,0.54,57.82,27.94,406.73,104.18,-61.93,0
97.71,82.85,53.0,46.73,1073.22,110.23,2056.42,0.12,23.56,42.3,230.67,150.71,14.86,1
126.04,79.05,50.05,99.88,1647.75,89.1,1933.32,0.17,44.81,30.45,58.83,176.09,46.99,1
89.64,102.11,125.42,67.9,1556.57,215.67,2624.58,0.61,43.45,27.1,146.9,215.06,-12.47,0
99.15,49.89,38.02,61.19,106.02,183.56,1603.83,0.21,40.56,5.45,410.57,137.17,49.26,0
137.59,99.24,86.56,10.87,1917.55,124.41,2076.21,0.9,64.37,39.17,243.0,224.15,38.35,1
49.36,41.18,147.83,70.42,749.23,69.25,2676.95,0.63,35.79,8.65,175.31,197.19,8.18,0
88.58,74.48,121.93,90.17,523.26,124.56,2024.48,0.29,24.48,35.1,366.56,210.51,14.1,0
99.27,27.98,108.67,53.19,1748.61,155.3,1773.36,0.35,47.97,43.19,116.64,207.94,71.29,1
111.63,54.86,51.95,73.53,1688.41,196.01,1601.43,0.38,85.93,33.93,259.98,163.58,56.77,1
125.7,111.15,40.59,70.28,505.09,59.3,1337.81,0.12,40.49,17.92,146.31,166.29,14.55,0
64.11,129.72,96.27,85.46,1479.06,290.38,1505.71,0.56,56.33,40.76,441.65,160.38,-65.61,0
119.65,103.04,55.77,84.6,850.59,136.16,2804.95,0.2,65.18,14.6,174.51,175.42,16.61,0
75.22,104.52,122.98,62.06,935.93,133.02,2192.14,0.33,75.29,43.65,320.33,198.2,-29.3,0
95.34,88.48,96.92,13.54,265.96,79.2,2528.15,0.59,15.92,14.13,406.57,192.26,6.86,0
105.3,111.51,116.12,12.2,707.66,141.05,2235.21,0.93,84.02,21.05,19.14,221.42,-6.21,0
38.21,33.71,121.0,91.09,192.0,120.25,1728.66,0.93,83.15,21.97,183.32,159.21,4.5,0
104.83,118.42,117.28,54.4,1044.55,271.76,2860.01,0.13,80.95,2.21,456.54,222.11,-13.59,0
146.53,30.92,88.14,49.7,523.24,76.29,2852.25,0.25,31.09,7.95,398.16,234.67,115.61,1
59.5,81.59,37.57,61.35,572.94,289.97,1435.18,0.42,24.27,40.38,280.36,97.07,-22.09,0
149.72,46.57,135.94,85.71,1614.9,64.32,2951.62,0.61,69.78,22.83,360.79,285.66,103.15,1
39.67,53.35,100.71,10.68,1849.17,262.04,2438.49,0.33,31.52,8.03,420.61,140.38,-13.68,1
141.25,90.43,57.41,93.78,1462.69,195.17,1694.34,0.53,56.74,3.48,185.28,198.66,50.82,1
47.82,41.72,79.76,59.12,1967.94,205.74,1692.47,0.48,44.77,29.2,47.84,127.58,6.1,1
102.19,90.51,110.81,43.46,1212.62,201.88,2336.09,0.62,44.34,2.8,72.3,213.0,11.68,0
109.5,86.27,104.32,62.43,1730.35,92.4,2380.54,0.33,86.19,30.46,280.57,213.82,23.23,1
106.52,74.96,56.76,55.55,332.38,262.53,2215.74,0.36,89.27,44.36,141.83,163.28,31.56,0
116.45,109.9,148.11,52.36,329.08,211.49,2284.48,0.17,53.74,9.23,355.81,264.56,6.55,0
66.69,20.63,60.94,58.9,1085.78,100.52,2257.61,0.97,44.15,1.61,399.24,127.63,46.06,1
144.17,22.68,84.59,31.82,1402.91,239.81,2394.54,0.44,46.1,17.46,35.56,228.76,121.49,1
92.17,58.05,101.78,61.45,1653.13,155.59,1960.12,0.13,33.15,28.31,484.84,193.95,34.12,1
134.15,84.99,87.04,63.73,879.6,173.71,1725.72,0.75,58.04,11.37,437.84,221.19,49.16,1
126.46,111.14,41.14,77.1,629.55,137.06,1867.57,0.52,27.15,28.95,329.61,167.6,15.32,0
124.0,87.67,59.58,71.43,851.94,188.53,2413.91,0.49,34.58,35.97,484.47,183.58,36.33,1
31.46,95.6,98.65,14.93,830.04,90.41,2227.12,0.77,81.64,46.07,349.77,130.11,-64.14,0
92.16,60.34,50.11,76.1,1142.75,210.21,1510.29,0.38,86.43,11.41,491.53,142.27,31.82,1
31.17,98.5,30.99,51.74,1706.95,157.71,2362.15,0.15,28.13,48.92,238.6,62.16,-67.33,1
121.93,26.73,81.14,80.12,515.37,231.03,1468.32,0.41,60.12,22.33,317.44,203.07,95.2,1
141.25,25.75,77.48,98.52,1284.4,205.71,1510.78,0.3,54.81,2.76,175.97,218.73,115.5,1
41.77,38.05,97.83,25.94,1099.8,268.22,1763.34,0.26,77.96,8.99,439.45,139.6,3.72,0
51.43,73.45,113.35,28.4,176.46,217.35,2224.37,0.75,31.54,25.9,375.19,164.78,-22.02,0
136.52,46.58,130.64,16.2,179.84,67.63,2652.46,0.31,17.44,8.53,211.82,267.16,89.94,0
94.02,67.32,120.06,34.01,1831.65,219.84,2972.48,0.74,31.73,33.64,56.09,214.08,26.7,1
70.96,27.81,76.95,81.91,974.14,284.68,1752.99,0.16,51.43,41.3,285.98,147.91,43.15,1
98.86,83.59,65.78,91.15,986.09,284.09,2808.9,0.64,66.95,16.13,244.76,164.64,15.27,0
88.21,66.47,112.91,41.15,1517.56,180.3,2572.11,0.8,39.72,15.31,365.16,201.12,21.74,1
119.83,80.5,42.45,91.27,1782.99,193.22,2940.14,0.59,28.24,42.12,74.63,162.28,39.33,1
38.12,100.25,77.52,61.37,408.91,63.06,2507.5,0.38,51.57,12.55,122.55,115.64,-62.13,0
137.35,39.23,68.98,31.43,550.0,111.61,2194.75,0.5,54.0,40.9,477.91,206.33,98.12,1
48.24,30.84,132.75,76.73,1579.3,205.65,1864.17,0.79,60.2,43.76,413.03,180.99,17.4,1
37.84,46.54,83.87,93.95,1176.13,281.34,2919.99,0.57,18.76,14.96,137.4,121.71,-8.7,0
102.38,124.19,92.84,81.22,384.72,271.37,2497.59,0.23,65.58,15.0,63.72,195.22,-21.81,0
126.99,92.82,64.73,45.41,1511.84,243.47,1903.58,0.74,83.05,49.51,341.28,191.72,34.17,1
71.05,49.48,87.89,59.57,1312.72,149.29,1684.67,0.14,64.35,32.4,167.06,158.94,21.57,1
101.0,41.06,34.73,36.31,1336.51,199.99,2712.57,0.69,81.36,1.94,329.77,135.73,59.94,1
90.9,128.52,55.05,98.9,509.76,125.58,1937.75,0.13,34.21,40.65,56.18,145.95,-37.62,0
72.59,30.06,93.74,26.64,936.92,98.64,2724.33,0.38,26.78,20.03,101.25,166.33,42.53,1
33.5,30.46,43.29,68.8,1504.88,97.42,2301.99,0.59,74.42,26.24,217.88,76.79,3.04,1
48.34,105.96,46.7,83.58,1712.49,226.84,2850.91,0.58,83.66,35.1,411.25,95.04,-57.62,0
131.77,114.24,53.48,74.28,1889.05,252.67,2274.47,0.26,23.44,43.44,67.21,185.25,17.53,1
39.02,24.9,72.83,67.94,1561.72,291.13,1459.31,0.41,43.45,32.29,218.52,111.85,14.12,1
109.07,58.2,134.32,70.65,1518.64,202.71,1973.86,0.53,69.69,7.62,164.14,243.39,50.87,1
75.86,41.87,126.73,55.68,879.26,121.46,1540.39,0.43,17.69,14.53,51.51,202.59,33.99,1
38.27,120.27,66.88,69.51,1509.74,267.31,2596.95,0.37,53.27,13.87,457.68,105.15,-82.0,0
138.52,85.93,62.67,55.31,1066.48,144.48,1474.37,0.93,39.52,29.37,457.4,201.19,52.59,1
78.09,98.99,40.3,60.73,433.09,114.15,1323.42,0.67,33.87,13.57,103.76,118.39,-20.9,0
48.47,123.81,108.69,24.27,1116.95,229.07,2719.37,0.78,82.46,2.76,162.95,157.16,-75.34,0
127.33,53.29,51.07,21.4,856.79,266.16,1924.95,0.33,55.3,40.47,134.44,178.4,74.04,1
30.84,104.26,133.13,89.18,667.95,80.98,1378.06,0.24,24.77,47.08,278.95,163.97,-73.42,0
35.21,35.89,95.78,54.19,1133.25,258.53,2769.82,0.28,81.81,26.24,105.11,130.99,-0.68,0
104.96,114.55,120.79,56.97,1997.44,115.8,2188.91,0.1,31.6,18.11,56.46,225.75,-9.59,0
69.15,81.28,77.24,51.01,540.95,294.76,2644.78,0.17,32.33,8.03,104.72,146.39,-12.13,0
74.61,115.6,62.49,74.38,286.81,85.74,2439.8,0.58,53.29,24.5,279.31,137.1,-40.99,0
60.81,129.84,120.78,66.87,251.97,197.84,2704.78,0.66,78.46,34.4,130.36,181.59,-69.03,0
128.13,75.34,148.43,70.33,1234.55,149.86,2118.45,0.92,79.29,15.48,244.35,276.56,52.79,1
73.22,22.4,111.26,72.22,1831.94,203.07,2857.79,0.17,63.59,10.14,306.73,184.48,50.82,1
133.4,111.47,137.18,94.44,640.0,120.79,2352.11,0.18,49.38,29.86,258.2,270.58,21.93,0
50.6,62.83,81.97,46.57,136.16,233.01,1870.0,0.31,66.16,13.38,234.6,132.57,-12.23,0
134.74,21.72,37.34,98.68,1444.35,153.6,2782.92,0.5,39.47,30.51,113.63,172.08,113.02,1
128.16,73.78,94.07,85.08,716.87,119.22,2426.27,0.61,22.28,22.04,475.53,222.23,54.38,0
95.86,112.33,97.86,69.73,1983.66,143.94,2366.83,0.49,54.59,33.06,456.25,193.72,-16.47,0
109.64,107.04,76.89,89.55,1937.52,157.22,2618.21,0.11,50.25,46.32,27.02,186.53,2.6,0
34.4,42.39,135.74,48.74,279.22,176.57,2924.12,0.12,29.86,10.39,139.53,170.14,-7.99,0
145.46,49.35,49.41,84.53,1961.37,240.95,2538.8,0.87,83.65,15.99,224.81,194.87,96.11,1
63.9,73.95,134.88,88.49,660.49,127.63,2962.5,0.59,68.3,46.75,80.78,198.78,-10.05,0
140.5,112.27,91.36,37.8,328.62,170.58,2422.27,0.89,39.71,39.82,466.47,231.86,28.23,0
49.83,81.91,67.62,65.22,1317.05,106.58,1914.79,0.83,21.7,14.65,481.14,117.45,-32.08,0
78.91,93.56,130.81,94.09,718.12,281.99,2125.72,0.8,53.72,2.23,327.18,209.72,-14.65,0
65.68,113.86,35.04,72.67,1455.02,199.68,1905.09,0.39,85.8,17.19,222.48,100.72,-48.18,0
101.15,117.88,53.92,95.4,1854.25,72.2,2478.54,0.69,18.09,16.23,352.58,155.07,-16.73,0
67.43,112.97,55.38,74.2,1939.76,84.02,2301.12,0.82,52.3,46.04,448.2,122.81,-45.54,0
84.96,114.56,36.31,20.93,330.38,88.16,2560.15,0.4,34.22,20.84,33.59,121.27,-29.6,0
116.95,74.74,40.8,50.99,1419.9,241.78,2826.0,0.61,30.53,35.45,380.74,157.75,42.21,1
40.15,109.13,132.73,89.4,1541.95,280.06,1315.24,0.34,43.21,15.38,493.35,172.88,-68.98,0
104.8,31.68,96.83,52.29,1063.71,294.15,2871.23,0.28,47.99,3.58,260.03,201.63,73.12,1
52.14,112.68,135.33,58.06,963.73,283.63,2552.26,0.76,71.54,4.64,194.94,187.47,-60.54,0
73.14,114.36,67.22,31.05,982.03,88.53,2781.85,0.66,37.46,49.31,377.11,140.36,-41.22,0
41.46,81.61,89.46,64.72,505.41,155.98,2408.82,0.9,67.77,12.15,391.27,130.92,-40.15,0
140.12,56.53,100.55,95.93,1025.97,227.05,2233.25,0.81,27.98,25.74,249.23,240.67,83.59,1
70.51,21.76,85.24,12.61,689.63,218.22,1823.62,0.93,70.11,48.35,294.13,155.75,48.75,1
106.37,83.54,104.11,15.19,201.57,275.61,1618.33,0.21,69.9,49.7,89.46,210.48,22.83,0
58.78,110.5,65.34,40.06,845.1,250.51,2950.89,0.67,66.48,1.89,238.71,124.12,-51.72,0
139.11,38.8,40.68,59.14,1084.05,141.5,1481.21,0.8,29.57,23.95,83.93,179.79,100.31,1
52.91,88.02,127.49,40.06,139.64,69.22,2242.77,0.82,78.07,13.11,139.46,180.4,-35.11,0
78.18,119.08,36.68,57.05,212.36,277.77,2281.77,0.11,64.24,28.39,325.99,114.86,-40.9,0
126.85,24.25,149.78,96.51,677.54,105.05,2530.61,0.82,84.09,31.07,204.14,276.63,102.6,1
99.79,89.0,78.08,23.69,675.79,205.16,1528.55,0.6,61.95,48.51,368.16,177.87,10.79,0
42.79,125.64,135.44,90.32,368.05,101.21,1694.95,0.77,41.53,31.34,196.01,178.23,-82.85,0
134.87,94.83,56.7,54.23,507.54,67.42,1821.51,0.25,48.44,38.82,69.87,191.57,40.04,0
71.48,31.82,114.81,45.28,1533.73,287.16,1370.13,0.13,55.89,27.81,257.69,186.29,39.66,1
77.17,122.22,55.31,94.79,174.38,198.72,1829.3,0.94,76.54,32.53,349.81,132.48,-45.05,0
